year,pct,crimsusp,datestop,timestop,recstat,inout,trhsloc,perobs,ser_num,perstop,typeofid,explnstp,arstmade,othpers,arstoffn,frisked,sumoffen,compyear,comppct,offunif,officrid,sumissue,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,sex,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,race,ac_stsnd,ac_other,sb_hdobj,sb_outln,city,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,rf_vcact,rf_knowl,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,sb_admis,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM
2014,25,MISD,2102014,0,1,I,H,3,169,1,P,Y,Y,N,CRIM TRES,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,M,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Q,N,N,N,N,MANHATTAN,N,825,825,Y,N, , , ,N,N,12311900,35,5,7,150,BK,BK,T, ,L, , ,HALLWAY,50,PALADINO AVENUE,EAST 120 STREET,1 AVENUE, ,N, , ,25,A, , ,1003621,230470,CM,1,31
2014,75,MISD,2102014,32,1,I,H,1,103,1,V,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,N,802,802,N,N, , , ,N,N,12311900,25,5,8,180,BK,BR,M, ,L, , ,HALLWAY,395,FOUNTAIN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE, ,N, , ,75,I, , ,1019237,183275,CM,1,31
2014,75,MISD,2102014,32,1,I,H,1,104,1,V,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,N,802,802,N,N, , , ,N,N,12311900,24,5,11,165,BK,BR,T, ,L, , ,HALLWAY,395,FOUNTAIN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE, ,N, , ,75,I, , ,1019237,183275,CM,1,31
2014,75,MISD,2102014,32,1,I,H,1,102,1,V,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,N,802,802,N,N, , , ,N,N,12311900,22,6,1,190,BK,BR,T, ,L, , ,HALLWAY,395,FOUNTAIN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE, ,N, , ,75,I, , ,1019237,183275,CM,1,31
2014,105,FELONY,2102014,40,1,O,P,1,232,4,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,M,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,B,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,22,6,0,150,BK,BR,M, ,L, , ,STREET, , ,MERRICK BOULEVARD,244 STREET, ,N, , ,105,D,8, ,1059274,185006,CM,1,46
2014,75,MISD,2102014,48,1,I,H,1,101,1,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Z,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Z,N,N,N,N,BROOKLYN,N,802,802,N,N, , , ,N,N,12311900,29,5,9,175,BK,BR,M, ,L, , ,HALLWAY,385,FOUNTAIN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE, ,N, , ,75,I, , ,1019219,183357,CM,1,31
2014,120,GLA / CPSP,2102014,50,A,O,P,5,364,10,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Q,N,Y,N,N,STATEN ISLAND,N,121,437,N,N,V,S, ,N,N,12311900,23,5,5,160,BK,BR,M, ,L, , ,STREET,128,FAIRVIEW AVENUE,GOVERNOR ROAD,POTTER AVENUE, ,N, , ,120,N, , ,951305,163812,CM,1,46
2014,120,GLA - CPSP,2102014,50,A,O,P,5,366,10,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Q,N,Y,N,N,STATEN ISLAND,N,121,437,N,N, ,S, ,N,N,12311900,44,5,8,170,BK,BK,M, ,L, , ,STREET,128,FAIRVIEW AVENUE,GOVERNOR ROAD,POTTER AVENUE, ,N, , ,120,N, , ,951305,163812,CM,1,46
2014,50,FELONY,2102014,55,A,O,P,1,31,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,M,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Q,N,N,N,N,BRONX,N,50,50,N,N, , , ,N,N,12311900,55,5,9,190,BR,BR,M, ,L, , , , , ,NETHERLAND AVENUE,WEST 235 STREET, ,N, , ,50,G, , ,1008878,262024,CM,1,14
2014,60,CPM 5,2102014,55,1,I,H,1,101,1,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Q,N,N,N,N,BROOKLYN,N,801,801,N,N, , , ,N,N,12311900,33,5,11,170,BK,BR,M, ,L, , , ,3162,BAY VIEW AVENUE,WEST 33 STREET,NEPTUNE AVENUE, ,N, , ,60,H, , ,984756,150254,CM,1,27
2014,60,CPM MISD,2102014,120,1,I,H,1,104,15,R,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,B,N,N,N,N,BROOKLYN,N,801,801,Y,N, , , ,N,N,12311900,25,5,11,170,BK,BR,M, ,L, , ,3RD HALLWAY,2832,WEST 23 STREET,MERMAID AVENUE,NEPTUNE AVENUE, ,N, , ,60,F, , ,986930,149668,CM,1,27
2014,120,CSCS,2102014,130,1,I,H,1,316,5,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,B,N,N,N,N,STATEN ISLAND,N,120,120,Y,N, , , ,N,N,12311900,24,5,11,190,BK,BR,M, ,L, , ,STAIRWELL,131,JERSEY STREET,CRESCENT AVENUE,RICHMOND TERRACE HOUSES, ,N, , ,120,G, , ,960014,174224,CM,1,28
2014,32,FELONY,2102014,225,1,O,P,2,96,3,P,Y,N,Y, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,M,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,B,N,N,N,N,MANHATTAN,N,32,32,Y,N, , , ,Y,N,12311900,20,5,11,160,BR,BR,M, ,L, , ,SIDEWALK, , ,7 AVENUE,WEST 141 STREET, ,N, , ,32,E,10, ,1000600,237702,CM,1,85
2014,32,FELONY,2102014,225,1,O,P,2,97,3,P,Y,N,Y, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,M,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,B,N,N,N,N,MANHATTAN,N,32,32,Y,N, , , ,Y,N,12311900,21,6,2,170,BR,BR,M, ,L, , ,SIDEWALK, , ,7 AVENUE,WEST 141 STREET, ,N, , ,32,E,10, ,1000600,237702,CM,1,85
2014,105,FELONY,2102014,400,1,O,P,2,234,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,M,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,B,N,N,N,N,QUEENS,N,105,105,Y,N,V,S, ,N,Y,12311900,28,5,4,160,BK,BR,M, ,L, , ,M/V, , ,218 STREET,98 AVENUE, ,N, , ,105,I,22, ,1056990,200410,CM,1,20
2014,112,MISD,2102014,440,A,O,P,1,113,10,P,Y,Y,N,CRIM TRESS,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,M,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,W,N,N,N,N,QUEENS,N,112,112,Y,N, , , ,N,N,12311900,28,6,1,195,BK,BR,M, ,L, , ,SIDEWALK,108-2,71 AVENUE,QUEENS BOULEVARD,AUSTIN STREET, ,N, , ,112,A,9,2,1027651,202267,CM,1,31
2014,105,FELONY,2102014,528,1,O,P,1,233,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,B,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,38,5,7,200,BK,BR,M, ,L, , ,STREET, , ,146 AVENUE,221 STREET, ,N, , ,105,A,3, ,1051107,180324,CM,1,85
2014,71,GLA,2102014,540,1,O,P,1,107,10,P,Y,N,N, ,Y, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,M,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,Y,71,71,Y,Y, , ,SF,N,N,12311900,21,5,7,180,BK,BR,T, ,L, , ,STREET, , ,RUTLAND ROAD,ALBANY AVENUE, ,N, , ,71,I,9, ,1000971,179765,CM,1,46
2014,71,GLA,2102014,540,1,O,P,1,106,10,P,Y,N,N, ,Y, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,M,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,Y,71,71,Y,Y, , ,DS,N,N,12311900,22,6,0,180,BK,BR,T, ,L, , ,STREET, , ,RUTLAND ROAD,ALBANY AVENUE, ,N, , ,71,I,9, ,1000971,179765,CM,1,46
2014,84,ROBBERY,2102014,625,1,I,T,10,88,10,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,M,Y,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,BROOKLYN,N,868,868,N,N, , ,OT,N,N,12311900,30,6,0,210,BK,BR,M, ,L, , , , , ,WILLOUGHBY STREET,JAY STREET, ,N, , ,84,E, , ,987772,191476,CM,1,85
2014,34,FEL,2102014,627,A,O,P,5,29,10,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,M,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,P,N,N,N,N,MANHATTAN,N,34,34,N,Y, , , ,N,N,12311900,44,6,0,190,BK,BR,T, ,L, , ,SIDEWALK,554,WEST 181 STREET,SAINT NICHOLAS AVENUE,AUDUBON AVENUE, ,N, , ,34,A,1,29,1002821,248581,CM,1,20
2014,49,FELONY,2102014,922,A,O,P,1,58,5,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Q,N,N,N,N,BRONX,N,49,49,N,N, , , ,N,N,12311900,38,5,11,210,BK,BR,T, ,L, , ,STREET,1374,EAST GUN HILL ROAD,DEWITT PLACE,SEXTON PLACE, ,N, , ,49,I,15,27,1026770,256450,CM,1,20
2014,105,FELONY,2102014,940,1,O,P,1,258,5,V,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,A,N,Y,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,20,5,10,190,BK,BR,M, ,L, , ,CAR, , ,HEMPSTEAD AVENUE,SPRINGFIELD BOULEVARD, ,N, , ,105,I,20, ,1057477,199263,CM,1,46
2014,105,FELONY,2102014,940,1,O,P,1,259,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,B,N,Y,N,N,QUEENS,N,105,105,N,N, ,S, ,N,N,12311900,21,5,9,175,BK,BR,M, ,L, , ,CAR, , ,HEMPSTEAD AVENUE,SPRINGFIELD BOULEVARD, ,N, , ,105,I,20, ,1057477,199263,CM,1,46
2014,105,FELONY,2102014,945,1,O,P,2,238,4,P,Y,N,N, ,Y, ,0,0,N, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,M,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Q,N,N,Y,N,QUEENS,N,105,105,Y,Y,V,S, ,N,N,12311900,30,6,1,230,BK,BR,H, ,L, , ,STREET, , ,213 STREET,90 AVENUE, ,N, , ,105,J,23, ,1053853,202579,CM,1,14
2014,5,ROBBERY,2102014,1038,1,I,T,4,32,4,P,Y,N,N, ,Y, ,0,0,N,I,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,MANHATTAN,N,863,863,N,N, ,S, ,Y,N,12311900,33,6,4,200,BK,BR,M, ,L, , ,MEZZANINE (POST 0427), , ,BROADWAY,EAST HOUSTON STREET, ,N, , ,5,E, , ,985145,203571,CM,1,85
2014,25,MISD,2102014,1045,1,I,T,10,193,10,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,A,N,N,N,N,MANHATTAN,N,849,849,N,N, , , ,N,N,12311900,19,5,6,160,XX,XX,M, ,L, , ,MEZZ, , ,LEXINGTON AVENUE,EAST 125 STREET, ,N, , ,25,B, , ,1001575,232339,CM,1,9
2014,25,MISD,2102014,1045,1,I,T,10,194,10,V,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,Q,N,N,N,N,MANHATTAN,N,849,849,N,N, , , ,N,N,12311900,20,6,0,165,XX,XX,M, ,L, , ,TRAIN, , ,LEXINGTON AVENUE,EAST 125 STREET, ,N, , ,25,B, , ,1001575,232339,CM,1,9
2014,102,FELONY,2102014,1126,1,O,P,1,132,10,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,W,N,Y,N,N,QUEENS,N,106,106,N,N,V,S, ,N,N,12311900,25,5,10,160,BK,BK,M, ,L, , ,STREET,97-45,76 STREET,101 AVENUE,97 AVENUE, ,N, , ,102,E, , ,1022497,187518,CM,1,14
2014,84,CPCS,2102014,1140,1,O,H,3,129,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,B,N,N,N,N,BROOKLYN,N,84,84,N,N, , , ,N,N,12311900,37,5,8,180,BK,BR,H, ,L, , ,LOBBY,237,NASSAU STREET,NAVY STREET,GOLD STREET, ,N, , ,84,D, , ,989206,193700,CM,1,24
2014,101,FEL,2102014,1150,1,O,H,1,304,1,R,Y,N,Y, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,B,N,N,N,N,QUEENS,N,101,101,Y,N,V,S, ,N,N,12311900,18,5,7,180,BK,BR,M, ,L, , ,WALKWAY,38-08,BEACH CHANNEL DRIVE,BEACH 39 STREET,KAHANAMOUK WAY, ,N, , ,101,F, ,50,1047905,156497,CM,1,85
2014,101,FEL,2102014,1150,1,O,H,1,303,1,R,Y,N,Y, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,B,N,N,N,N,QUEENS,N,101,101,Y,N,V,S, ,N,N,12311900,19,5,9,175,BK,BR,M, ,L, , ,WALKWAY,38-08,BEACH CHANNEL DRIVE,BEACH 39 STREET,KAHANAMOUK WAY, ,N, , ,101,F, ,50,1047905,156497,CM,1,85
2014,105,FELONY,2102014,1150,1,O,P,1,250,10,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,B,N,N,N,N,QUEENS,N,105,105,Y,N, , ,DS,Y,N,12311900,24,5,9,180,BK,BK,M, ,L, , ,STREET, , ,109 AVENUE,209 STREET, ,N, , ,105,I,21, ,1053804,197857,CM,1,14
2014,105,FELONY,2102014,1150,1,O,P,1,251,10,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,B,N,N,N,N,QUEENS,N,105,105,Y,N,V,S,DS,Y,N,12311900,20,5,11,165,BK,BK,M, ,L, , ,STREET, , ,109 AVENUE,209 STREET, ,N, , ,105,I,21, ,1053804,197857,CM,1,14
2014,105,FELONY,2102014,1200,1,O,P,3,252,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,B,N,N,N,N,QUEENS,N,105,105,N,N, ,S, ,N,N,12311900,41,5,0,125,BK,BK,T, ,L, , ,STREET, , ,137 AVENUE,219 STREET, ,N, , ,105,E,11, ,1052910,185536,CM,1,14
2014,73,CPW,2102014,1205,1,O,P,1,108,5,O,Y,N,N, ,Y, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,Y,N,BROOKLYN,N,73,73,N,N, , , ,N,N,12311900,52,5,9,170,BK,BR,T, ,L, , ,RESIDENTIAL,1515,SAINT MARKS AVENUE,SARATOGA AVENUE,HOWARD AVENUE, ,N, , ,73,C,3, ,1007115,184641,CM,1,20
2014,105,FELONY,2102014,1210,1,O,P,2,247,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,M,N,N,N,N,N,N,Y,N,N,N,N,N,N,B,N,N,N,N,QUEENS,N,105,105,N,N, ,S, ,N,N,12311900,32,5,4,165,BR,BR,M, ,L, , ,STREET, , ,BROOKVILLE BOULEVARD,138 AVENUE, ,N, , ,105,D,8, ,1057298,183025,CM,1,46
2014,105,FELONY,2102014,1210,1,O,P,2,248,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,N,P,N,N,N,N,QUEENS,N,105,105,N,N, ,S, ,N,N,12311900,34,5,11,185,BR,BR,M, ,L, , ,STREET, , ,BROOKVILLE BOULEVARD,138 AVENUE, ,N, , ,105,D,8, ,1057298,183025,CM,1,46
2014,106,FELONY,2102014,1215,1,O,P,10,300,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,M,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Q,N,N,N,N,QUEENS,N,106,106,Y,N,V,S, ,N,N,12311900,17,5,11,140,BK,BR,M, ,L, , ,STREET, , ,LIBERTY AVENUE,77 STREET, ,N, , ,106,D, , ,1022952,186787,CM,1,14
2014,66,FEL,2102014,1220,A,O,P,3,127,10,V,Y,N,Y, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,B,N,N,N,N,BROOKLYN,N,186,186,N,N,V,S, ,N,N,12311900,24,5,5,140,BK,BR,M, ,L, , ,STREET, , ,EAST 7 STREET,BEVERLEY ROAD, ,N, , ,66,G, , ,991821,173706,CM,1,85
2014,66,FEL,2102014,1220,A,O,P,3,125,10,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,B,N,N,N,N,BROOKLYN,N,186,186,N,N,V,S, ,N,N,12311900,22,5,9,170,BK,BR,M, ,L, , ,STREET, , ,EAST 7 STREET,BEVERLEY ROAD, ,N, , ,66,G, , ,991821,173706,CM,1,85
2014,66,FEL,2102014,1220,A,O,P,3,126,10,P,Y,N,Y, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,B,N,N,N,N,BROOKLYN,N,186,186,N,N,V,S, ,N,N,12311900,25,6,1,180,BK,BR,M, ,L, , ,STREET, , ,EAST 7 STREET,BEVERLEY ROAD, ,N, , ,66,G, , ,991821,173706,CM,1,85
2014,105,FELONY,2102014,1250,1,O,P,2,249,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Q,N,N,N,N,QUEENS,N,105,105,N,N, ,S, ,N,N,12311900,42,5,7,180,BR,BR,M, ,L, , ,STREET, , ,HOOK CREEK BOULEVARD,147 AVENUE, ,N, , ,105,C,6, ,1060083,178934,CM,1,46
2014,66,FEL,2102014,1250,A,O,P,1,124,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,M,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Q,N,N,N,N,BROOKLYN,N,186,186,N,N,V,S, ,Y,N,12311900,17,5,8,150,BK,BR,T, ,L, , ,SIDEWALK,947,53 STREET,FORT HAMILTON PARKWAY,9 AVENUE, ,N, , ,66,I, , ,983684,171491,CM,1,14
2014,63,FEL,2102014,1250,1,O,P,1,39,5,V,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,W,N,N,N,N,BROOKLYN,N,186,186,N,N,V,S, ,N,N,12311900,18,5,11,170,BK,BR,M, ,L, , ,STREET,947,EAST 53 STREET,GLENWOOD ROAD,FOSTER AVENUE, ,N, , ,63,H, , ,1004851,171032,CM,1,14
2014,105,FELONY,2102014,1340,1,O,P,1,262,4,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,N,A,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,21,5,7,150,BK,BR,M, ,L, , ,STREET, , ,217 STREET,89 AVENUE, ,N, , ,105,J,24, ,1054428,204325,CM,1,14
2014,105,FELONY,2102014,1340,1,O,P,1,261,4,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,N,A,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,23,5,8,160,BK,BR,M, ,L, , ,STREET, , ,217 STREET,89 AVENUE, ,N, , ,105,J,24, ,1054428,204325,CM,1,14
2014,105,FELONY,2102014,1340,1,O,P,1,260,4,V,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,N,A,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,17,5,10,170,BK,BR,M, ,L, , ,STREET, , ,217 STREET,89 AVENUE, ,N, , ,105,J,24, ,1054428,204325,CM,1,14
2014,67,FEL,2102014,1350,1,O,P,2,306,4,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,B,N,N,N,N,BROOKLYN,N,67,67,N,N, ,S, ,N,N,12311900,24,5,6,160,BK,BR,M, ,L, , ,STREET, , ,FOSTER AVENUE,NEW YORK AVENUE, ,N, , ,67,D, , ,999411,172008,CM,1,46
